"ONTOLOGY","GOID","Description","GeneRatio","BgRatio","pvalue","padj","qvalue","geneID","Gene_symbol","Count"
"BP","GO:0015980","energy derivation by oxidation of organic compounds","5/35","434/18860",0.00115836227072152,0.0133537960364163,0.00775390015167923,"9377/1349/1350/5501/5836","COX5A/COX7B/COX7C/PPP1CC/PYGL",5
"BP","GO:0015732","prostaglandin transport","2/35","28/18860",0.00122691736859435,0.0139476648082566,0.00809873087602847,"2182/3553","ACSL4/IL1B",2
"BP","GO:0051043","regulation of membrane protein ectodomain proteolysis","2/35","28/18860",0.00122691736859435,0.0139476648082566,0.00809873087602847,"5045/3553","FURIN/IL1B",2
"BP","GO:0022904","respiratory electron transport chain","3/35","115/18860",0.00125383230627367,0.0140583800367808,0.00816301782671323,"9377/1349/1350","COX5A/COX7B/COX7C",3
"BP","GO:1903900","regulation of viral life cycle","3/35","115/18860",0.00125383230627367,0.0140583800367808,0.00816301782671323,"5045/4057/7153","FURIN/LTF/TOP2A",3
"BP","GO:0009410","response to xenobiotic stimulus","5/35","443/18860",0.00126889026637611,0.0141304310616169,0.00820485435401091,"2950/3553/3934/4609/6095","GSTP1/IL1B/LCN2/MYC/RORA",5
"BP","GO:0042752","regulation of circadian rhythm","3/35","116/18860",0.00128548992598742,0.01421856087055,0.00825602704954934,"5501/6095/7153","PPP1CC/RORA/TOP2A",3
"BP","GO:0030316","osteoclast differentiation","3/35","117/18860",0.00131764794805843,0.0144764408790043,0.00840576543339287,"2739/4057/1432","GLO1/LTF/MAPK14",3
"BP","GO:0015908","fatty acid transport","3/35","119/18860",0.00138347721607813,0.0150983480181327,0.00876687667451617,"2181/2182/3553","ACSL3/ACSL4/IL1B",3
"BP","GO:1990748","cellular detoxification","3/35","120/18860",0.00141715442025333,0.0153634555361239,0.00892081172177595,"216/2950/5292","ALDH1A1/GSTP1/PIM1",3
"BP","GO:0001503","ossification","5/35","455/18860",0.001428222941409,0.0153815852308325,0.00893133875410199,"154/240/2194/4057/1432","ADRB2/ALOX5/FASN/LTF/MAPK14",5
"BP","GO:1903829","positive regulation of protein localization","5/35","459/18860",0.00148449000078669,0.0158830727535151,0.00922252817826201,"2181/2182/3553/1432/5580","ACSL3/ACSL4/IL1B/MAPK14/PRKCD",5
"BP","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","2/35","31/18860",0.00150404217779655,0.0158846260971159,0.00922343012937377,"4057/23643","LTF/LY96",2
"BP","GO:2000191","regulation of fatty acid transport","2/35","31/18860",0.00150404217779655,0.0158846260971159,0.00922343012937377,"2182/3553","ACSL4/IL1B",2
"BP","GO:0009636","response to toxic substance","4/35","270/18860",0.00151688916713387,0.0159176126063983,0.00924258379164563,"216/2950/3934/5292","ALDH1A1/GSTP1/LCN2/PIM1",4
"BP","GO:0009314","response to radiation","5/35","462/18860",0.00152775563151652,0.0159295284636468,0.0092495027506498,"3934/1432/4609/5501/5580","LCN2/MAPK14/MYC/PPP1CC/PRKCD",5
"BP","GO:0035821","modulation of process of another organism","3/35","124/18860",0.00155701562008305,0.0160304061011066,0.00930807749046667,"383/2194/4057","ARG1/FASN/LTF",3
"BP","GO:0071482","cellular response to light stimulus","3/35","124/18860",0.00155701562008305,0.0160304061011066,0.00930807749046667,"1432/4609/5580","MAPK14/MYC/PRKCD",3
"BP","GO:0022900","electron transport chain","3/35","125/18860",0.00159328351383565,0.0160932752502253,0.00934458254892031,"9377/1349/1350","COX5A/COX7B/COX7C",3
"BP","GO:0010575","positive regulation of vascular endothelial growth factor production","2/35","32/18860",0.00160244585570355,0.0160932752502253,0.00934458254892031,"3553/6095","IL1B/RORA",2
"BP","GO:0060045","positive regulation of cardiac muscle cell proliferation","2/35","32/18860",0.00160244585570355,0.0160932752502253,0.00934458254892031,"1432/5292","MAPK14/PIM1",2
"BP","GO:0090322","regulation of superoxide metabolic process","2/35","32/18860",0.00160244585570355,0.0160932752502253,0.00934458254892031,"2950/5580","GSTP1/PRKCD",2
"BP","GO:0002532","production of molecular mediator involved in inflammatory response","3/35","128/18860",0.00170525910616517,0.0169182373138933,0.00982359791302808,"240/1432/4792","ALOX5/MAPK14/NFKBIA",3
"BP","GO:0030282","bone mineralization","3/35","128/18860",0.00170525910616517,0.0169182373138933,0.00982359791302808,"154/240/4057","ADRB2/ALOX5/LTF",3
"BP","GO:0032868","response to insulin","4/35","280/18860",0.00173294409537079,0.0170893342416987,0.00992294558097541,"2950/3553/1432/5580","GSTP1/IL1B/MAPK14/PRKCD",4
"BP","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","2/35","34/18860",0.00180823122297218,0.017724997077877,0.0102920440866302,"5045/1432","FURIN/MAPK14",2
"BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","3/35","131/18860",0.00182205140244942,0.0177541556298197,0.0103089750401744,"2950/1432/4792","GSTP1/MAPK14/NFKBIA",3
"BP","GO:0010743","regulation of macrophage derived foam cell differentiation","2/35","35/18860",0.00191559130972081,0.0184460174941939,0.0107107055893368,"3553/4792","IL1B/NFKBIA",2
"BP","GO:0048147","negative regulation of fibroblast proliferation","2/35","35/18860",0.00191559130972081,0.0184460174941939,0.0107107055893368,"2950/4609","GSTP1/MYC",2
"BP","GO:0097237","cellular response to toxic substance","3/35","134/18860",0.00194373474841956,0.0186075659834083,0.0108045089432002,"216/2950/5292","ALDH1A1/GSTP1/PIM1",3
"BP","GO:0031640","killing of cells of another organism","3/35","135/18860",0.0019853953902474,0.0187866604267918,0.0109085003796374,"383/4057/5292","ARG1/LTF/PIM1",3
"BP","GO:0141061","disruption of cell in another organism","3/35","135/18860",0.0019853953902474,0.0187866604267918,0.0109085003796374,"383/4057/5292","ARG1/LTF/PIM1",3
"BP","GO:0002021","response to dietary excess","2/35","36/18860",0.00202591530980879,0.018950990640897,0.0110039189459088,"154/1432","ADRB2/MAPK14",2
"BP","GO:0051873","killing by host of symbiont cells","2/35","36/18860",0.00202591530980879,0.018950990640897,0.0110039189459088,"383/4057","ARG1/LTF",2
"BP","GO:0006091","generation of precursor metabolites and energy","5/35","494/18860",0.00204937028092388,0.0190614724424568,0.0110680703569035,"9377/1349/1350/5501/5836","COX5A/COX7B/COX7C/PPP1CC/PYGL",5
"BP","GO:1903725","regulation of phospholipid metabolic process","2/35","37/18860",0.0021391924913453,0.0197845090866229,0.0114879025851014,"2181/5580","ACSL3/PRKCD",2
"BP","GO:0141060","disruption of anatomical structure in another organism","3/35","139/18860",0.00215760635245342,0.0198427056121699,0.0115216944782107,"383/4057/5292","ARG1/LTF/PIM1",3
"BP","GO:0019058","viral life cycle","4/35","298/18860",0.00217439058510896,0.0198853485353261,0.0115464551505639,"1803/5045/4057/7153","DPP4/FURIN/LTF/TOP2A",4
"BP","GO:0050792","regulation of viral process","3/35","141/18860",0.00224708936380312,0.0200658135310133,0.0116512424000932,"5045/4057/7153","FURIN/LTF/TOP2A",3
"BP","GO:0030224","monocyte differentiation","2/35","38/18860",0.00225541215009556,0.0200658135310133,0.0116512424000932,"2194/4609","FASN/MYC",2
"BP","GO:0032872","regulation of stress-activated MAPK cascade","2/35","38/18860",0.00225541215009556,0.0200658135310133,0.0116512424000932,"2950/4609","GSTP1/MYC",2
"BP","GO:0038094","Fc-gamma receptor signaling pathway","2/35","38/18860",0.00225541215009556,0.0200658135310133,0.0116512424000932,"26253/5580","CLEC4E/PRKCD",2
"BP","GO:0055023","positive regulation of cardiac muscle tissue growth","2/35","38/18860",0.00225541215009556,0.0200658135310133,0.0116512424000932,"1432/5292","MAPK14/PIM1",2
"BP","GO:0032388","positive regulation of intracellular transport","3/35","142/18860",0.0022926842450267,0.0202871573465335,0.0117797659929395,"3553/1432/5580","IL1B/MAPK14/PRKCD",3
"BP","GO:0002832","negative regulation of response to biotic stimulus","3/35","144/18860",0.00238559339774008,0.0209957870543038,0.0121912328135783,"383/4057/5292","ARG1/LTF/PIM1",3
"BP","GO:0045834","positive regulation of lipid metabolic process","3/35","145/18860",0.00243291266984583,0.0212977435322868,0.0123665642604604,"2181/3553/5580","ACSL3/IL1B/PRKCD",3
"BP","GO:0010742","macrophage derived foam cell differentiation","2/35","40/18860",0.00249663622021231,0.0213978716884165,0.0124247038129056,"3553/4792","IL1B/NFKBIA",2
"BP","GO:0042307","positive regulation of protein import into nucleus","2/35","40/18860",0.00249663622021231,0.0213978716884165,0.0124247038129056,"1432/5580","MAPK14/PRKCD",2
"BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","2/35","40/18860",0.00249663622021231,0.0213978716884165,0.0124247038129056,"2950/4609","GSTP1/MYC",2
"BP","GO:0070498","interleukin-1-mediated signaling pathway","2/35","40/18860",0.00249663622021231,0.0213978716884165,0.0124247038129056,"3553/4792","IL1B/NFKBIA",2
"BP","GO:0046651","lymphocyte proliferation","4/35","312/18860",0.00256755050296449,0.021837844969558,0.0126801749075722,"383/3553/4609/5580","ARG1/IL1B/MYC/PRKCD",4
"BP","GO:0006119","oxidative phosphorylation","3/35","148/18860",0.00257835889001943,0.021837844969558,0.0126801749075722,"9377/1349/1350","COX5A/COX7B/COX7C",3
"BP","GO:0002369","T cell cytokine production","2/35","41/18860",0.00262161936084059,0.021837844969558,0.0126801749075722,"383/3553","ARG1/IL1B",2
"BP","GO:0002724","regulation of T cell cytokine production","2/35","41/18860",0.00262161936084059,0.021837844969558,0.0126801749075722,"383/3553","ARG1/IL1B",2
"BP","GO:0090077","foam cell differentiation","2/35","41/18860",0.00262161936084059,0.021837844969558,0.0126801749075722,"3553/4792","IL1B/NFKBIA",2
"BP","GO:0003158","endothelium development","3/35","149/18860",0.00262801188699018,0.021837844969558,0.0126801749075722,"2194/3553/3934","FASN/IL1B/LCN2",3
"BP","GO:0001666","response to hypoxia","4/35","317/18860",0.00271910156673068,0.0221771934356007,0.0128772180640758,"1803/3934/4609/6095","DPP4/LCN2/MYC/RORA",4
"BP","GO:0120161","regulation of cold-induced thermogenesis","3/35","151/18860",0.0027290886973806,0.0221771934356007,0.0128772180640758,"154/216/3934","ADRB2/ALDH1A1/LCN2",3
"BP","GO:0016486","peptide hormone processing","2/35","42/18860",0.00274950243708477,0.0221771934356007,0.0128772180640758,"1803/5045","DPP4/FURIN",2
"BP","GO:0051702","biological process involved in interaction with symbiont","2/35","42/18860",0.00274950243708477,0.0221771934356007,0.0128772180640758,"383/4057","ARG1/LTF",2
"BP","GO:0060421","positive regulation of heart growth","2/35","42/18860",0.00274950243708477,0.0221771934356007,0.0128772180640758,"1432/5292","MAPK14/PIM1",2
"BP","GO:0043085","positive regulation of catalytic activity","4/35","318/18860",0.00275013455554487,0.0221771934356007,0.0128772180640758,"4057/1432/5292/5580","LTF/MAPK14/PIM1/PRKCD",4
"BP","GO:0032943","mononuclear cell proliferation","4/35","319/18860",0.00278141071907045,0.0223194575839134,0.0129598239387029,"383/3553/4609/5580","ARG1/IL1B/MYC/PRKCD",4
"BP","GO:0010562","positive regulation of phosphorus metabolic process","4/35","320/18860",0.0028129310189341,0.0223532430970637,0.0129794415436765,"2181/4057/5292/5580","ACSL3/LTF/PIM1/PRKCD",4
"BP","GO:0045937","positive regulation of phosphate metabolic process","4/35","320/18860",0.0028129310189341,0.0223532430970637,0.0129794415436765,"2181/4057/5292/5580","ACSL3/LTF/PIM1/PRKCD",4
"BP","GO:0106106","cold-induced thermogenesis","3/35","154/18860",0.00288516642857017,0.022816509389224,0.0132484377574313,"154/216/3934","ADRB2/ALDH1A1/LCN2",3
"BP","GO:0032309","icosanoid secretion","2/35","44/18860",0.00301392615624075,0.0236066847740005,0.0137072541882921,"2182/3553","ACSL4/IL1B",2
"BP","GO:0060251","regulation of glial cell proliferation","2/35","44/18860",0.00301392615624075,0.0236066847740005,0.0137072541882921,"3553/5501","IL1B/PPP1CC",2
"BP","GO:1900180","regulation of protein localization to nucleus","3/35","158/18860",0.00310169756900598,0.0240399194220695,0.0139588124863382,"1432/4792/5580","MAPK14/NFKBIA/PRKCD",3
"BP","GO:0036293","response to decreased oxygen levels","4/35","330/18860",0.0031417721862621,0.0240399194220695,0.0139588124863382,"1803/3934/4609/6095","DPP4/LCN2/MYC/RORA",4
"BP","GO:0009409","response to cold","2/35","45/18860",0.00315044574723115,0.0240399194220695,0.0139588124863382,"154/4792","ADRB2/NFKBIA",2
"BP","GO:0042554","superoxide anion generation","2/35","45/18860",0.00315044574723115,0.0240399194220695,0.0139588124863382,"2950/5580","GSTP1/PRKCD",2
"BP","GO:0009411","response to UV","3/35","159/18860",0.00315735044333839,0.0240399194220695,0.0139588124863382,"1432/4609/5580","MAPK14/MYC/PRKCD",3
"BP","GO:0071456","cellular response to hypoxia","3/35","159/18860",0.00315735044333839,0.0240399194220695,0.0139588124863382,"3934/4609/6095","LCN2/MYC/RORA",3
"BP","GO:0140448","signaling receptor ligand precursor processing","2/35","46/18860",0.00328982316987408,0.0249325950420549,0.0144771458206447,"1803/5045","DPP4/FURIN",2
"BP","GO:0062197","cellular response to chemical stress","4/35","335/18860",0.00331568194294894,0.0250127711548729,0.0145237001915251,"231/240/3934/5580","AKR1B1/ALOX5/LCN2/PRKCD",4
"BP","GO:0098754","detoxification","3/35","166/18860",0.0035641932820732,0.0267384866983918,0.0155257393104509,"216/2950/5292","ALDH1A1/GSTP1/PIM1",3
"BP","GO:0060043","regulation of cardiac muscle cell proliferation","2/35","48/18860",0.00357710970491619,0.0267384866983918,0.0155257393104509,"1432/5292","MAPK14/PIM1",2
"BP","GO:0007584","response to nutrient","3/35","167/18860",0.00362480709180535,0.0268498154266306,0.0155903824905941,"2194/2950/5292","FASN/GSTP1/PIM1",3
"BP","GO:0036294","cellular response to decreased oxygen levels","3/35","167/18860",0.00362480709180535,0.0268498154266306,0.0155903824905941,"3934/4609/6095","LCN2/MYC/RORA",3
"BP","GO:0002673","regulation of acute inflammatory response","2/35","49/18860",0.00372499798228236,0.0271014297644276,0.0157364827040981,"2950/3553","GSTP1/IL1B",2
"BP","GO:0002861","regulation of inflammatory response to antigenic stimulus","2/35","49/18860",0.00372499798228236,0.0271014297644276,0.0157364827040981,"5045/1432","FURIN/MAPK14",2
"BP","GO:0006509","membrane protein ectodomain proteolysis","2/35","49/18860",0.00372499798228236,0.0271014297644276,0.0157364827040981,"5045/3553","FURIN/IL1B",2
"BP","GO:1903426","regulation of reactive oxygen species biosynthetic process","2/35","49/18860",0.00372499798228236,0.0271014297644276,0.0157364827040981,"240/3934","ALOX5/LCN2",2
"BP","GO:1990845","adaptive thermogenesis","3/35","171/18860",0.00387357988473863,0.0277053487483234,0.016087149097988,"154/216/3934","ADRB2/ALDH1A1/LCN2",3
"BP","GO:0046627","negative regulation of insulin receptor signaling pathway","2/35","50/18860",0.00387570242111549,0.0277053487483234,0.016087149097988,"3553/5580","IL1B/PRKCD",2
"BP","GO:0061028","establishment of endothelial barrier","2/35","50/18860",0.00387570242111549,0.0277053487483234,0.016087149097988,"2194/3553","FASN/IL1B",2
"BP","GO:1904646","cellular response to amyloid-beta","2/35","50/18860",0.00387570242111549,0.0277053487483234,0.016087149097988,"154/3934","ADRB2/LCN2",2
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","4/35","353/18860",0.00399627852681261,0.028443078036488,0.0165155126302599,"4057/23643/4792/5580","LTF/LY96/NFKBIA/PRKCD",4
"BP","GO:1900077","negative regulation of cellular response to insulin stimulus","2/35","51/18860",0.00402921267119793,0.0285533382803074,0.016579535393446,"3553/5580","IL1B/PRKCD",2
"BP","GO:0070482","response to oxygen levels","4/35","357/18860",0.00415947829816155,0.0291398146838493,0.016920073728911,"1803/3934/4609/6095","DPP4/LCN2/MYC/RORA",4
"BP","GO:0032369","negative regulation of lipid transport","2/35","52/18860",0.00418551840912439,0.0291398146838493,0.016920073728911,"2182/4792","ACSL4/NFKBIA",2
"BP","GO:0042572","retinol metabolic process","2/35","52/18860",0.00418551840912439,0.0291398146838493,0.016920073728911,"231/216","AKR1B1/ALDH1A1",2
"BP","GO:0140353","lipid export from cell","2/35","52/18860",0.00418551840912439,0.0291398146838493,0.016920073728911,"2182/3553","ACSL4/IL1B",2
"BP","GO:0019216","regulation of lipid metabolic process","4/35","358/18860",0.00420097511630326,0.0291398146838493,0.016920073728911,"2181/3553/5580/6095","ACSL3/IL1B/PRKCD/RORA",4
"BP","GO:0006606","protein import into nucleus","3/35","178/18860",0.00433356622765781,0.0298828801962315,0.0173515357471607,"1432/4792/5580","MAPK14/NFKBIA/PRKCD",3
"BP","GO:0050922","negative regulation of chemotaxis","2/35","53/18860",0.00434460933824257,0.0298828801962315,0.0173515357471607,"1803/2950","DPP4/GSTP1",2
"BP","GO:0050729","positive regulation of inflammatory response","3/35","179/18860",0.00440186943068587,0.0300244177418032,0.0174337197189006,"3553/3957/4792","IL1B/LGALS2/NFKBIA",3
"BP","GO:0050796","regulation of insulin secretion","3/35","179/18860",0.00440186943068587,0.0300244177418032,0.0174337197189006,"2182/240/3553","ACSL4/ALOX5/IL1B",3
"BP","GO:0015718","monocarboxylic acid transport","3/35","180/18860",0.0044708260979046,0.0303682254036093,0.0176333521135962,"2181/2182/3553","ACSL3/ACSL4/IL1B",3
"BP","GO:0046622","positive regulation of organ growth","2/35","54/18860",0.00450647518859396,0.0304838838170592,0.01770050933145,"1432/5292","MAPK14/PIM1",2
"BP","GO:0006826","iron ion transport","2/35","55/18860",0.00467110571685463,0.0312809690275656,0.0181633379621848,"3934/4057","LCN2/LTF",2
"BP","GO:0031214","biomineral tissue development","3/35","183/18860",0.00468163556002051,0.0312809690275656,0.0181633379621848,"154/240/4057","ADRB2/ALOX5/LTF",3
"BP","GO:0071453","cellular response to oxygen levels","3/35","183/18860",0.00468163556002051,0.0312809690275656,0.0181633379621848,"3934/4609/6095","LCN2/MYC/RORA",3
"BP","GO:0051170","import into nucleus","3/35","184/18860",0.00475322467981641,0.0316301983774775,0.0183661184675833,"1432/4792/5580","MAPK14/NFKBIA/PRKCD",3
"BP","GO:0051701","biological process involved in interaction with host","3/35","185/18860",0.00482547648241883,0.0319379406700575,0.0185448094557193,"1803/5045/4057","DPP4/FURIN/LTF",3
"BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","2/35","56/18860",0.00483849070627627,0.0319379406700575,0.0185448094557193,"4057/5292","LTF/PIM1",2
